NCBI_GeneID	Symbol	Gene_Type	SwissProt_Accessions
100287290	LOC100287290	ncRNA	
100287296	LINC00265-2P	PSEUDO	
100287309	LOC100287309	PSEUDO	
100287325	KRT8P37	PSEUDO	
100287329	LOC100287329	ncRNA	
100287335	TMEM183AP4	PSEUDO	
100287345	VENTXP2	PSEUDO	
100287355	LOC100287355	PSEUDO	
100287357	LOC100287357	PSEUDO	
100287361	PPIAP64	PSEUDO	
100287362	PRSS46P	PSEUDO	E5RG02
100287366	OSTM1-AS1	ncRNA	
100287369	HSPE1P4	PSEUDO	
100287372	IGHV3OR16-13	PSEUDO	
100287387	LOC100287387	ncRNA	
100287388	LIN28AP2	PSEUDO	
100287399	POTEB2	PROTEIN_CODING	H3BUK9
100287402	PET100P1	PSEUDO	
100287419	CDK8P2	PSEUDO	
100287425	LOC100287425	PSEUDO	
100287427	LOC100287427	PSEUDO	
100287430	LOC100287430	PSEUDO	
100287453	LOC100287453	PSEUDO	
100287461	MTND1P8	PSEUDO	
100287463	BOLA3P2	PSEUDO	
100287467	LOC100287467	ncRNA	
100287470	LINC00265-3P	PSEUDO	
100287472	NPM1P31	PSEUDO	
100287477	LOC100287477	PSEUDO	
100287482	SMKR1	PROTEIN_CODING	H3BMG3
100287483	ELOCP28	PSEUDO	
100287485	LOC100287485	PSEUDO	
100287489	LOC100287489	PSEUDO	
100287495	GCSHP4	PSEUDO	
100287497	SEPTIN7P13	PSEUDO	
100287498	LOC100287498	PSEUDO	
100287502	CSPG4P4Y	PSEUDO	
100287505	BRWD1P2	PSEUDO	
100287512	RPS3AP53	PSEUDO	
100287520	GLYATL1B	PROTEIN_CODING	A0A0U1RQE8
100287523	LOC100287523	PSEUDO	
100287528	IGLL4P	PSEUDO	
100287539	LOC100287539	PSEUDO	
100287542	RAB9AP2	PSEUDO	
100287544	LOC100287544	PSEUDO	
100287551	HSPA8P8	PSEUDO	
100287567	TRMT112P7	PSEUDO	
100287573	TOMM22P6	PSEUDO	
100287577	RAB9AP3	PSEUDO	
100287579	ELOCP22	PSEUDO	
100287591	MTND1P22	PSEUDO	
100287592	LINC02106	ncRNA	
100287596	DDX11L5	PSEUDO	
100287603	SSXP10	PSEUDO	
100287606	TTTY28P	PSEUDO	
100287610	LOC100287610	ncRNA	
100287613	LOC100287613	PSEUDO	
100287614	LOC100287614	PSEUDO	
100287625	SUPT4H1P2	PSEUDO	
100287630	PSAT1P4	PSEUDO	
100287632	SELENOKP3	PSEUDO	
100287635	KRT18P62	PSEUDO	
100287639	MTHFD2P1	PSEUDO	
100287647	PCMTD1P2	PSEUDO	
100287653	LOC100287653	PSEUDO	
100287680	SUB1P2	PSEUDO	
100287682	EXTL2P1	PSEUDO	
100287692	ELOCP24	PSEUDO	
100287704	LOC100287704	ncRNA	
100287708	MIX23P2	PSEUDO	
100287715	KRTAP9-12P	PSEUDO	
100287718	ANKRD66	PROTEIN_CODING	B4E2M5
100287722	AP4B1-AS1	ncRNA	
100287725	GAPDHP76	PSEUDO	
100287728	SMIM10L2B-AS1	ncRNA	
100287735	TTTY13B	ncRNA	
100287745	MTATP6P2	PSEUDO	
100287755	ATP5MC1P4	PSEUDO	
100287757	SLIRPP1	PSEUDO	
100287765	LINC00630	ncRNA	
100287768	COX6A1P3	PSEUDO	
100287769	RBMY1GP	PSEUDO	
100287778	ELOCP20	PSEUDO	
100287785	LINC00266-2P	PSEUDO	
100287792	LOC100287792	ncRNA	
100287808	LOC100287808	ncRNA	
100287814	LINC00582	ncRNA	
100287817	NDUFS5P4	PSEUDO	
100287818	TTTY26P	PSEUDO	
100287822	SETP10	PSEUDO	
100287825	LOC100287825	PSEUDO	
100287834	LOC100287834	ncRNA	
100287837	ARHGEF17-AS1	ncRNA	
100287840	LOC100287840	PSEUDO	
100287844	TTTY30P	PSEUDO	
100287845	GOLGA6L16P	PSEUDO	
100287846	LOC100287846	ncRNA	
100287852	FAM136CP	PSEUDO	
100287856	LOC100287856	PSEUDO	
100287868	NUTF2P7	PSEUDO	
100287874	TTTY27P	PSEUDO	
100287879	LINC00994	ncRNA	
100287880	NDUFA4P2	PSEUDO	
100287887	RPL13AP25	PSEUDO	
100287895	NARS1P2	PSEUDO	
100287896	LIPT2-AS1	ncRNA	
100287898	TTC34	PROTEIN_CODING	A8MYJ7
100287900	GM2AP2	PSEUDO	
100287902	LGALS8-AS1	ncRNA	
100287905	TTTY31P	PSEUDO	
100287908	ZNF519P2	PSEUDO	
100287912	ANKRD11P1	PSEUDO	
100287919	VN1R30P	PSEUDO	
100287928	HADHBP1	PSEUDO	
100287941	TTTY24P	PSEUDO	
100287944	LOC100287944	ncRNA	
100287948	LINC01699	ncRNA	
100287951	LOC100287951	PSEUDO	
100287960	HIGD1AP10	PSEUDO	
100287964	ATP5MGP7	PSEUDO	
100287965	TERF1P6	PSEUDO	
100287966	LOC100287966	PSEUDO	
100287979	TTTY13C	PROTEIN_CODING	
100287985	RBX1P1	PSEUDO	
100288001	LOC100288001	PSEUDO	
100288008	PRR13P4	PSEUDO	
100288010	LOC100288010	PSEUDO	
100288013	NDUFA5P12	PSEUDO	
100288016	LOC100288016	PSEUDO	
100288022	VN1R33P	PSEUDO	
100288025	DYZ1L2	OTHER	
100288028	LOC100288028	PSEUDO	
100288031	BRK1P1	PSEUDO	
100288035	NDUFA5P3	PSEUDO	
100288038	HNRNPA1P28	PSEUDO	
100288042	ZNF519P3	PSEUDO	
100288053	DYZ1L3	OTHER	
100288069	LOC100288069	ncRNA	
100288072	SDR42E2	PROTEIN_CODING	A6NKP2
100288073	LOC100288073	PSEUDO	
100288079	GS1-279B7.1	PSEUDO	
100288083	CICP22	PSEUDO	
100288085	DYZ1L5	OTHER	
100288093	LOC100288093	PSEUDO	
100288097	LOC100288097	PSEUDO	
100288111	BOLA3P1	PSEUDO	
100288112	OR11J7P	PSEUDO	
100288122	LDLRAD4-AS1	ncRNA	
100288123	LOC100288123	ncRNA	
100288124	DYZ1L8	OTHER	
100288125	NME2P3	PSEUDO	
100288129	ADI1P3	PSEUDO	
100288130	MTCL1P1	PSEUDO	
100288146	LOC100288146	PSEUDO	
100288148	OR11J6P	PSEUDO	
100288149	NDUFS5P3	PSEUDO	
100288151	SREK1IP1P1	PSEUDO	
100288152	SLC9A3-AS1	ncRNA	
100288157	DYZ1L9	OTHER	
100288162	LOC100288162	ncRNA	
100288165	HMGN2P15	PSEUDO	
100288170	UBE2V1P15	PSEUDO	
100288172	LOC100288172	PSEUDO	
100288173	TRMT112P4	PSEUDO	
100288175	LOC100288175	ncRNA	
100288179	TSEN15P1	PSEUDO	
100288181	LNCOC1	ncRNA	
100288185	PPIAP1	PSEUDO	
100288188	DYZ1L10	OTHER	
100288192	LOC100288192	PSEUDO	
100288195	VN1R104P	PSEUDO	
100288198	HMGN3-AS1	ncRNA	
100288203	WHAMMP4	PSEUDO	
100288208	LOC100288208	ncRNA	
100288211	LOC100288211	PSEUDO	
100288220	DYZ1L11	OTHER	
100288222	ATP5MC1P8	PSEUDO	
100288227	MTND1P27	PSEUDO	
100288233	LOC100288233	PSEUDO	
100288235	HSPE1P10	PSEUDO	
100288241	LOC100288241	PSEUDO	
100288248	ZNHIT1P1	PSEUDO	
100288250	ISCA1P5	PSEUDO	
100288252	RPL10P1	PSEUDO	
100288254	LOC100288254	ncRNA	
100288259	DYZ1L12	OTHER	
100288264	VN1R105P	PSEUDO	
100288283	HNRNPA1P61	PSEUDO	
100288287	KRTAP22-2	PROTEIN_CODING	Q3LI68
100288293	DYZ1L13	OTHER	
100288298	GCSHP2	PSEUDO	
100288307	ATP5MKP1	PSEUDO	
100288319	AK3P5	PSEUDO	
100288323	KRTAP21-3	PROTEIN_CODING	Q3LHN1
100288329	DYZ1L14	OTHER	
100288330	H2AZP5	PSEUDO	
100288332	NPIPA5	PROTEIN_CODING	E9PKD4
100288337	NDUFB5P1	PSEUDO	
100288339	NDUFA5P6	PSEUDO	
100288343	SLC25A14P1	PSEUDO	
100288346	NCAM1-AS1	ncRNA	
100288363	DYZ1L15	OTHER	
100288365	LOC100288365	PSEUDO	
100288367	LOC100288367	PSEUDO	
100288378	LRRC34P1	PSEUDO	
100288379	LOC100288379	PSEUDO	
100288380	ULK4P2	PSEUDO	
100288385	LOC100288385	PSEUDO	
100288392	OR7E111FP	PSEUDO	
100288397	RAB9AP4	PSEUDO	
100288402	DYZ1L17	OTHER	
100288405	SFTPA3P	PSEUDO	
100288416	LOC100288416	PSEUDO	
100288420	NDUFB4P3	PSEUDO	
100288425	EIF1P2	PSEUDO	
100288428	LMCD1-AS1	ncRNA	
100288432	IL10RB-DT	ncRNA	
100288435	DYZ1L18	OTHER	
100288436	SLC4A1APP1	PSEUDO	
100288437	LOC100288437	PSEUDO	
100288440	COX5BP5	PSEUDO	
100288451	RBBP4P5	PSEUDO	
100288463	CUL1P1	PSEUDO	
100288465	FAM197Y10	ncRNA	
100288468	DYZ1L21	OTHER	
100288470	REXO1L11P	PSEUDO	
100288482	LOC100288482	PSEUDO	
100288483	HSBP1P2	PSEUDO	
100288484	LOC100288484	PSEUDO	
100288486	DDX11L9	PSEUDO	
100288493	ELOCP5	PSEUDO	
100288499	DYZ1L22	OTHER	
100288500	REXO1L10P	PSEUDO	
100288503	SMIM12P1	PSEUDO	
100288506	PNPT1P1	PSEUDO	
100288510	LOC100288510	PSEUDO	
100288513	TUBB3P1	PSEUDO	
100288517	ISCA1P2	PSEUDO	
100288524	FOXL3-OT1	ncRNA	A0A1W2PRP0
100288526	DYZ1L24	OTHER	
100288527	REXO1L2P	PSEUDO	
100288533	RPL14P6	PSEUDO	
100288540	POM121B	PSEUDO	A6NF01
100288542	LOC100288542	PSEUDO	
100288543	FOLR3P1	PSEUDO	
100288558	C4orf46P4	PSEUDO	
100288560	MRPS18CP7	PSEUDO	
100288561	DYZ1L25	OTHER	
100288563	HMGB3P23	PSEUDO	
100288570	LOC100288570	PSEUDO	
100288580	ACTR3P1	PSEUDO	
100288584	CCDC34P1	PSEUDO	
100288590	LOC100288590	PSEUDO	
100288595	DYZ1L26	OTHER	
100288596	SNRPCP1	PSEUDO	
100288610	LINC00268-2P	PSEUDO	
100288613	UBE2NP1	PSEUDO	
100288615	WHAMMP1	PSEUDO	
100288628	LOC100288628	PSEUDO	
100288637	LOC100288637	PSEUDO	
100288654	NDUFB4P1	PSEUDO	
100288656	LOC100288656	PSEUDO	
100288659	ZNF317P1	PSEUDO	
100288661	SUB1P4	PSEUDO	
100288663	ARPC1BP1	PSEUDO	
100288666	LOC100288666	PSEUDO	
100288667	CICP7	PSEUDO	
100288683	LOC100288683	PSEUDO	
100288690	FAM21FP	PSEUDO	
100288691	HMGN2P8	PSEUDO	
100288695	LIMS4	PROTEIN_CODING	P0CW20
100288702	ARL6IP1P1	PSEUDO	
100288703	LOC100288703	PSEUDO	
100288712	LOC100288712	PSEUDO	
100288713	PMS2P10	PSEUDO	
100288724	TRPC6P3	PSEUDO	
100288726	HSPE1P20	PSEUDO	
100288728	LOC100288728	ncRNA	
100288730	PAN3-AS1	ncRNA	
100288739	SPCS2P3	PSEUDO	
100288742	H2BC2P	PSEUDO	
100288748	LINC02894	ncRNA	
100288757	SUMO2P4	PSEUDO	
100288763	LOC100288763	PSEUDO	
100288771	PFDN1P2	PSEUDO	
100288772	CCT7P2	PSEUDO	
100288774	AGGF1P10	PSEUDO	
100288778	WASH8P	PSEUDO	
100288785	UQCRBP3	PSEUDO	
100288788	RBMXP5	PSEUDO	
100288797	TMEM239	PROTEIN_CODING	Q8WW34
100288798	SLC38A4-AS1	ncRNA	
100288801	FRG2C	PROTEIN_CODING	A6NGY1
100288802	RPL23AP93	PSEUDO	
100288803	LOC100288803	PSEUDO	
100288806	CDC27P8	PSEUDO	
100288814	CLDN34	PROTEIN_CODING	H7C241
100288825	TTC39CP1	PSEUDO	
100288827	CYP4F25P	PSEUDO	
100288831	SRGAP3-AS3	ncRNA	
100288841	RBPJP5	PSEUDO	
100288842	B3GALT9	PROTEIN_CODING	A8MXE2
100288843	NAPGP1	PSEUDO	
100288846	MIA2-AS1	ncRNA	
100288853	LOC100288853	PSEUDO	
100288861	TRMT112P1	PSEUDO	
100288866	NGFR-AS1	ncRNA	
100288868	KRT18P63	PSEUDO	
100288870	ERLEC1P1	PSEUDO	
100288885	DYNLL1P6	PSEUDO	
100288892	COX6CP4	PSEUDO	
100288897	FAR2P3	PSEUDO	
100288904	CICP11	PSEUDO	
100288911	CRIM1-DT	ncRNA	
100288914	LOC100288914	PSEUDO	
100288929	LOC100288929	PSEUDO	
100288935	TMEM258P1	PSEUDO	
100288948	BRD7P1	PSEUDO	
100288950	MTND1P25	PSEUDO	
100288960	PRSS43P	PSEUDO	
100288962	LOC100288962	PSEUDO	
100288964	FABP5P5	PSEUDO	
100288966	LOC100288966	PROTEIN_CODING	
100288971	ADI1P2	PSEUDO	
100288974	BMS1P21	PSEUDO	
100288978	LOC100288978	PSEUDO	
100288979	DCAF13P2	PSEUDO	
100288984	MTND1P3	PSEUDO	
100288998	MTND1P15	PSEUDO	
100289004	ACTR3BP7	PSEUDO	
100289019	SLC25A25-AS1	ncRNA	
100289026	LOC100289026	PSEUDO	
100289027	CDK2AP2P1	PSEUDO	
100289028	BNIP3P4	PSEUDO	
100289034	RPL23AP88	PSEUDO	
100289037	LOC100289037	PSEUDO	
100289047	DNAJB6P2	PSEUDO	
100289051	CYB5AP5	PSEUDO	
100289059	DMAC1P1	PSEUDO	
100289060	LOC100289060	PSEUDO	
100289061	ADAMTSL4-AS2	ncRNA	
100289085	LOC100289085	PSEUDO	
100289087	TSPY10	PROTEIN_CODING	P0CW01
100289091	LOC100289091	PSEUDO	
100289092	ATP2A1-AS1	ncRNA	
100289095	BCL2L12P1	PSEUDO	
100289097	FRG1CP	PSEUDO	
100289098	LINC03011	ncRNA	
100289099	RPL30P16	PSEUDO	
100289102	EIF4A1P8	PSEUDO	
100289117	LOC100289117	PSEUDO	
100289118	MTCH2P1	PSEUDO	
100289124	FAM27E2	ncRNA	
100289131	COX6CP6	PSEUDO	
100289133	KRT8P32	PSEUDO	
100289137	FAM95C	ncRNA	
100289141	H3P20	PSEUDO	
100289143	LOC100289143	PSEUDO	
100289150	FAM197Y5	ncRNA	
100289158	HMGB3P13	PSEUDO	
100289170	COX20P2	PSEUDO	
100289184	RPL22P23	PSEUDO	
100289185	LOC100289185	PSEUDO	
100289186	SDHDP1	PSEUDO	
100289187	TMEM225B	PROTEIN_CODING	P0DP42
100289188	FAM197Y4	ncRNA	
100289191	HMGN3P1	PSEUDO	
100289193	LOC100289193	PSEUDO	
100289194	LOC100289194	PSEUDO	
100289196	LOC100289196	PSEUDO	
100289206	LOC100289206	PSEUDO	
100289211	LINC00624	ncRNA	
100289220	LTV1P1	PSEUDO	
100289230	LOC100289230	ncRNA	
100289237	CEP164P1	PSEUDO	
100289238	LOC100289238	PSEUDO	
100289244	PPIAP79	PSEUDO	
100289259	ZFYVE9P1	PSEUDO	
100289264	RPL7P60	PSEUDO	
100289265	FAM197Y1	ncRNA	
100289274	DNAJC3-DT	ncRNA	
100289279	CNTNAP3C	PROTEIN_CODING	
100289280	CUBNP2	PSEUDO	
100289286	HNRNPA1P58	PSEUDO	
100289295	NUP58P1	PSEUDO	
100289300	HIGD1AP5	PSEUDO	
100289303	TUBAP12	PSEUDO	
100289315	NME2P2	PSEUDO	
100289319	KRT8P43	PSEUDO	
100289320	LOC100289320	PSEUDO	
100289333	LOC100289333	PSEUDO	
100289341	MAN1B1-DT	ncRNA	
100289350	IGSF3P2	PSEUDO	
100289351	LOC100289351	PSEUDO	
100289360	HIGD2AP1	PSEUDO	
100289361	LOC100289361	ncRNA	
100289371	MTCO3P22	PSEUDO	
100289373	UBAC2-AS1	ncRNA	
100289380	PTP4A1P5	PSEUDO	
100289381	LOC100289381	PSEUDO	
100289383	CICP25	PSEUDO	
100289388	KCTD21-AS1	ncRNA	
100289404	MTCO2P22	PSEUDO	
100289414	PHB1P9	PSEUDO	
100289416	LOC100289416	PSEUDO	
100289419	CTF2P	PSEUDO	
100289442	PHF5AP7	PSEUDO	
100289448	REXO1L12P	PSEUDO	
100289450	SLC7A15P	PSEUDO	
100289462	DEFB4B	PROTEIN_CODING	
100289470	LOC100289470	ncRNA	
100289473	LOC100289473	PSEUDO	
100289475	LDHBP1	PSEUDO	
100289479	LOC100289479	PSEUDO	
100289489	MICOS10P2	PSEUDO	
100289495	LOC100289495	ncRNA	
100289500	LOC100289500	PSEUDO	
100289501	FTLP11	PSEUDO	
100289509	KCNIP2-AS1	ncRNA	
100289511	LOC100289511	ncRNA	
100289518	LOC100289518	PSEUDO	
100289543	LOC100289543	PSEUDO	
100289545	H3C9P	PSEUDO	
100289561	LOC100289561	PSEUDO	
100289564	SNRPCP18	PSEUDO	
100289568	LOC100289568	PSEUDO	
100289569	LOC100289569	PSEUDO	
100289574	HERC2P4	PSEUDO	
100289579	NDUFA5P9	PSEUDO	
100289580	LOC100289580	ncRNA	
100289581	DUX4L13	PSEUDO	
100289584	NPM1P40	PSEUDO	
100289605	HIGD1AP15	PSEUDO	
100289607	HSPE1P22	PSEUDO	
100289619	TRIAP1P1	PSEUDO	
100289623	UBE2V1P14	PSEUDO	
100289635	ZNF605	PROTEIN_CODING	Q86T29
100289640	PPATP1	PSEUDO	
100289643	HSPA8P16	PSEUDO	
100289644	PRR13P7	PSEUDO	
100289650	PSG8-AS1	ncRNA	
100289656	LOC100289656	PSEUDO	
100289662	COX6B1P5	PSEUDO	
100289663	STMN1P2	PSEUDO	
100289667	POLR3KP1	PSEUDO	
100289673	LINC01848	ncRNA	
100289682	HMGN2P13	PSEUDO	
100289683	ERVH-3	OTHER	
10029	CASKP1	PSEUDO	
100290036	LOC100290036	OTHER	
100291105	RBM38-AS1	ncRNA	
100291628	LOC100291628	PSEUDO	
100292290	HSPE1P8	PSEUDO	
100292680	LINC00942	ncRNA	
100292922	LOC100292922	PSEUDO	
100293090	MTND4P12	PSEUDO	
100293516	ZNF587B	PROTEIN_CODING	E7ETH6
100293612	LOC100293612	ncRNA	
100293948	ATG12P2	PSEUDO	
100294145	LOC100294145	ncRNA	
100294160	LOC100294160	PSEUDO	
100294188	LOC100294188	PSEUDO	
100294316	LOC100294316	PSEUDO	
100294336	LOC100294336	PSEUDO	
100294362	RNF213-AS1	ncRNA	
100294713	LOC100294713	PSEUDO	
100294720	NHEG1	ncRNA	
100301516	LOC100301516	PSEUDO	
100301521	LOC100301521	PSEUDO	
100301990	LOC100301990	PSEUDO	
100302090	DDX11L8	PSEUDO	A8MPP1
100302111	MIR1184-1	ncRNA	
100302113	MIR1200	ncRNA	
100302116	MIR1265	ncRNA	
100302118	MIR1286	ncRNA	
100302119	MIR1538	ncRNA	
100302121	MIR1276	ncRNA	
100302125	MIR1289-1	ncRNA	
100302126	MIR1471	ncRNA	
100302127	MIR1470	ncRNA	
100302128	MIR1302-3	ncRNA	
100302130	MIR1302-4	ncRNA	
100302131	MIR302F	ncRNA	
100302134	MIR1289-2	ncRNA	
100302136	MIR1252	ncRNA	
100302138	MIR1292	ncRNA	
100302139	MIR1537	ncRNA	
100302140	MIR1302-6	ncRNA	
100302141	MIR1913	ncRNA	
100302143	MIR1248	ncRNA	
100302144	MIR1912	ncRNA	
100302146	MIR1302-5	ncRNA	
100302147	MIR1302-7	ncRNA	
100302148	MIR1263	ncRNA	
100302152	MIR548N	ncRNA	
100302159	MIR548F3	ncRNA	
100302163	MIR1278	ncRNA	
100302168	MIR1257	ncRNA	
100302171	MIR1321	ncRNA	
100302178	MIR1295A	ncRNA	
100302182	MIR1279	ncRNA	
100302184	MIR1272	ncRNA	
100302186	MIR548I3	ncRNA	
100302188	MIR1243	ncRNA	
100302191	MIR548I4	ncRNA	
100302192	MIR548F1	ncRNA	
100302193	MIR1255A	ncRNA	
100302196	MIR1234	ncRNA	
100302204	MIR548I1	ncRNA	
100302205	MIR1283-2	ncRNA	
100302214	MIR1277	ncRNA	
100302219	MIR1245A	ncRNA	
100302222	MIR1911	ncRNA	
100302223	MIR1302-8	ncRNA	
100302224	MIR2110	ncRNA	
100302225	MIR2053	ncRNA	
100302227	MIR1302-1	ncRNA	
100302228	MIR1261	ncRNA	
100302229	MIR1250	ncRNA	
100302233	MIR1268A	ncRNA	
100302239	MIR548F5	ncRNA	
100302250	MIR1197	ncRNA	
100302251	MIR1264	ncRNA	
100302254	MIR1282	ncRNA	
100302257	MIR1539	ncRNA	
100302258	MIR1469	ncRNA	
100302260	MIR2052	ncRNA	
100302261	MIR1910	ncRNA	
100302267	MIR2054	ncRNA	
100302275	MIR548L	ncRNA	
100302277	MIR548I2	ncRNA	
100302278	MIR1302-2	ncRNA	
100302279	MIR1262	ncRNA	
100302280	MIR1237	ncRNA	
100302281	MIR1208	ncRNA	
100302282	MIR103B2	ncRNA	
100302283	MIR1227	ncRNA	
100302285	MIR1244-1	ncRNA	
100302286	MIR1267	ncRNA	
100302287	MIR548H3	ncRNA	
100302288	MIR548P	ncRNA	
100302289	MIR1251	ncRNA	
100302290	MIR1973	ncRNA	
100302291	LOC100302291	PSEUDO	
100302401	RASAL2-AS1	ncRNA	
100302526	FAM41AY2	ncRNA	
100302640	LINC00882	ncRNA	
100302652	GPR75-ASB3	PROTEIN_CODING	
100302657	DDX11L3	PSEUDO	
100302666	CSPG4P13	PSEUDO	
100302689	GPN3P1	PSEUDO	
100302690	DLG2-AS1	ncRNA	
100302691	LINC00184	ncRNA	
100302736	TMED7-TICAM2	PROTEIN_CODING	
100302737	ZNF861P	PSEUDO	O60384
100302738	RNU6-21P	PSEUDO	
100302739	PCNA-AS1	ncRNA	
100302741	RNU6-15P	PSEUDO	
100302742	RNU6-42P	PSEUDO	
100302743	SNORA80B	snoRNA	
100302746	NCRUPAR	ncRNA	
100302751	NCLP1	PSEUDO	
100303728	SLC25A5-AS1	ncRNA	
100303743	LSM3P5	PSEUDO	
100303745	LSM3P2	PSEUDO	
100303748	LSM3P1	PSEUDO	
100303749	LOC100303749	PSEUDO	
100306951	PITPNA-AS1	ncRNA	
100306975	NDUFAF4P1	PSEUDO	
100307126	CHMP4BP1	PSEUDO	P59074
10031	SHROOM2P1	PSEUDO	
100310756	LOC100310756	ncRNA	
100310782	LOC100310782	PSEUDO	
100310812	SPDYE2B	PROTEIN_CODING	A6NHP3
100310835	LOC100310835	PSEUDO	
100310838	VDAC1P3	PSEUDO	
100310839	VDAC1P7	PSEUDO	
100310840	VDAC1P8	PSEUDO	
100310841	VDAC1P11	PSEUDO	
100310842	RBPJP1	PSEUDO	
100310848	SNRPCP4	PSEUDO	
100310849	SNRPCP19	PSEUDO	
100310850	SNRPCP11	PSEUDO	
100310851	SNRPCP8	PSEUDO	
100310852	SNRPCP7	PSEUDO	
100310853	SNRPCP9	PSEUDO	
100310854	SNRPCP12	PSEUDO	
100310855	SNRPCP14	PSEUDO	
100310856	SNRPCP6	PSEUDO	
100310857	SNRPCP15	PSEUDO	
100310869	IGKV2OR2-7D	PSEUDO	
100312774	VN1R56P	PSEUDO	
100312775	VN1R20P	PSEUDO	
100312781	VN1R24P	PSEUDO	
100312782	VN1R25P	PSEUDO	
100312783	VN1R26P	PSEUDO	
100312784	VN1R27P	PSEUDO	
100312785	VN1R28P	PSEUDO	
100312786	VN1R29P	PSEUDO	
100312787	VN1R31P	PSEUDO	
100312788	VN1R32P	PSEUDO	
100312789	VN1R35P	PSEUDO	
100312790	VN1R36P	PSEUDO	
100312791	VN1R39P	PSEUDO	
100312792	VN1R40P	PSEUDO	
100312793	VN1R41P	PSEUDO	
100312794	VN1R42P	PSEUDO	
100312795	VN1R43P	PSEUDO	
100312796	VN1R45P	PSEUDO	
100312797	VN1R47P	PSEUDO	
100312798	VN1R48P	PSEUDO	
100312799	VN1R49P	PSEUDO	
100312801	VN1R51P	PSEUDO	
100312802	VN1R52P	PSEUDO	
100312803	VN1R110P	PSEUDO	
100312804	VN1R15P	PSEUDO	
100312805	VN1R16P	PSEUDO	
100312806	VN1R53P	PSEUDO	
100312807	VN1R54P	PSEUDO	
100312808	VN1R55P	PSEUDO	
100312809	VN1R57P	PSEUDO	
100312810	VN1R58P	PSEUDO	
100312811	VN1R59P	PSEUDO	
100312812	VN1R60P	PSEUDO	
100312813	VN1R61P	PSEUDO	
100312814	VN1R62P	PSEUDO	
100312815	VN1R63P	PSEUDO	
100312816	VN1R69P	PSEUDO	
100312817	VN1R71P	PSEUDO	
100312818	VN1R73P	PSEUDO	
100312819	VN1R74P	PSEUDO	
100312820	VN1R75P	PSEUDO	
100312821	VN1R76P	PSEUDO	
100312822	VN1R77P	PSEUDO	
100312823	VN1R78P	PSEUDO	
100312824	VN1R79P	PSEUDO	
100312825	VN1R80P	PSEUDO	
100312826	VN1R81P	PSEUDO	
100312827	VN1R82P	PSEUDO	
100312828	VN1R83P	PSEUDO	
100312829	VN1R84P	PSEUDO	
100312830	VN1R85P	PSEUDO	
100312831	VN1R86P	PSEUDO	
100312832	VN1R87P	PSEUDO	
100312833	VN1R88P	PSEUDO	
100312834	VN1R89P	PSEUDO	
100312835	VN1R90P	PSEUDO	
100312836	VN1R91P	PSEUDO	
100312837	VN1R92P	PSEUDO	
100312838	VN1R93P	PSEUDO	
100312839	VN1R94P	PSEUDO	
100312840	VN1R97P	PSEUDO	
100312841	VN1R98P	PSEUDO	
100312842	VN1R99P	PSEUDO	
100312843	VN1R19P	PSEUDO	
100312844	VN1R22P	PSEUDO	
100312845	VN1R23P	PSEUDO	
100312846	VN1R100P	PSEUDO	
100312847	VN1R102P	PSEUDO	
100312848	VN1R106P	PSEUDO	
100312849	VN1R107P	PSEUDO	
100312850	VN1R108P	PSEUDO	
100312851	VN1R109P	PSEUDO	
100312852	VN1R111P	PSEUDO	
100312853	VN1R72P	PSEUDO	
100312854	VN1R112P	PSEUDO	
100312855	VN1R44P	PSEUDO	
100312985	IGKV1OR15-118	PSEUDO	
100313532	MFSD1P1	PSEUDO	
100313771	MIR548F2	ncRNA	
100313772	MIR548M	ncRNA	
100313773	MIR548H2	ncRNA	
100313777	MIR670	ncRNA	
100313778	MIR759	ncRNA	
100313779	MIR2117	ncRNA	
100313780	MIR2278	ncRNA	
100313782	PIRC7	OTHER	
100313783	PIRC10	OTHER	
100313784	PIRC14	OTHER	
100313785	PIRC20	OTHER	
100313786	PIRC23	OTHER	
100313787	PIRC31	OTHER	
100313788	PIRC38	OTHER	
100313789	PIRC42	OTHER	
100313790	PIRC48	OTHER	
100313791	PIRC52	OTHER	
100313792	PIRC55	OTHER	
100313793	PIRC63	OTHER	
100313794	PIRC65	OTHER	
100313795	PIRC73	OTHER	
100313796	PIRC76	OTHER	
100313797	PIRC79	OTHER	
100313798	PIRC90	OTHER	
100313799	PIRC94	OTHER	
100313800	PIRC96	OTHER	
100313801	PIRC104	OTHER	
100313802	PIRC107	OTHER	
100313803	PIRC112	OTHER	
100313806	MIR1255B1	ncRNA	
100313807	PIRC4	OTHER	
100313808	PIRC12	OTHER	
100313809	PIRC17	OTHER	
100313810	PIRC24	OTHER	
100313811	PIRC32	OTHER	
100313812	PIRC37	OTHER	
100313813	PIRC45	OTHER	
100313814	PIRC50	OTHER	
100313815	PIRC54	OTHER	
100313816	PIRC62	OTHER	
100313817	PIRC67	OTHER	
100313818	PIRC71	OTHER	
100313819	PIRC80	OTHER	
100313820	PIRC84	OTHER	
100313821	PIRC97	OTHER	
100313829	MIR548O	ncRNA	
100313830	MIR548H1	ncRNA	
100313835	MIR1255B2	ncRNA	
100313838	MIR764	ncRNA	
100313839	MIR2114	ncRNA	
100313840	MIR2115	ncRNA	
100313841	MIR548Q	ncRNA	
100313842	MIR2276	ncRNA	
100313844	PIRC1	OTHER	
